RE	TG	SNP	D0	Sig	RS	P-value	TF
chr7_45622481_45622711	ADCY1	rs11523693,rs139081948,rs146784155,rs182435334,rs187569296,rs1917713,rs1917715,rs4724415,rs4724423,rs57305056,rs58732257,rs59856443,rs78182201,rs78191401,rs78228081,rs78436178,rs78625899,rs79850220	###	###	0.14958163230542454	0.6966990601501706	SOX9,NFIX,ESRRA,ETS2,RXRB,TCF4
chr3_123097336_123097604	ADCY5	rs138703071,rs140884649,rs142316377,rs147835703,rs189609138,rs4677889,rs55848018,rs56207632,rs58776000,rs59320605,rs6770454,rs73186478,rs79684696	###	###	0.149309536534292	0.6979682662628551	MEIS3,NFIX,NFIC,TBR1,ETS2,RXRB,EGR1,ETV5,NR2F1
chr7_45138839_45139494	RAMP3	rs117535485,rs117579496,rs138216314,rs139900157,rs141784618,rs142641262,rs17452697,rs55967204,rs74964588	###	###	0.14926388380727298	0.6981809821105287	NFIX
chr10_99612151_99612359	GOLGA7B	rs1010007,rs10786375,rs10883003,rs10883005,rs111477821,rs11189389,rs11189390,rs12356500,rs143845286,rs145015083,rs148114618,rs184933808,rs192739612,rs2153398,rs34233771,rs4917788,rs4919142,rs4919143,rs4919144,rs658135,rs6584157,rs7093131,rs946781	###	###	0.1491987032446822	0.6984845698553559	MEIS3,NR2F6,SOX9,CTCF,FOXO4,NFIC,RXRB,TRIM28,FOXG1,JUND,ARNT2,NFIX,POU3F3,PKNOX2,ETV5,EGR3,ETS2,SOX2,EGR1,BHLHE40,ELK1,SOX8,TBR1,NFE2L2,NR2F1
chr22_45696214_45696951	KIAA0930	rs1057356,rs112565594,rs142778922,rs145751383,rs148920817,rs149235035,rs189461793,rs2013686,rs226511,rs226514,rs2673092,rs34395311,rs3788642,rs4823288,rs4823458,rs55651132,rs56379321,rs5765250,rs6007566,rs6007567	###	###	0.14891896657692227	0.6997859200043431	NFIX
chr22_50551702_50551902	MLC1	rs11101959,rs111369640,rs111416767,rs111778321,rs112256184,rs112542652,rs112945019,rs113355881,rs113439087,rs113471365,rs116843756,rs11704548,rs117743785,rs11913905,rs12167234,rs12167546,rs126241,rs12627907,rs13054047,rs13054483,rs13054520,rs13056619,rs13057433,rs13433633,rs137922,rs137923,rs137926,rs137928,rs138209,rs138213,rs138222,rs138232,rs138242,rs138246,rs138266,rs138268,rs138270,rs138273,rs138636820,rs142775706,rs144478052,rs144762236,rs145138639,rs145232140,rs148706460,rs149163936,rs151276464,rs1807561,rs186421331,rs187751257,rs2015413,rs2038048,rs2072874,rs2076137,rs2272833,rs2272836,rs2272837,rs2272838,rs2272840,rs2272841,rs2272843,rs2281114,rs2294385,rs2294391,rs2294392,rs2294393,rs2294395,rs2294396,rs28434495,rs28478271,rs28622129,rs35470139,rs3736686,rs3747938,rs4838801,rs4838804,rs4838816,rs4838817,rs4838847,rs4838848,rs4838853,rs4838855,rs4838882,rs4838883,rs56144269,rs56173861,rs57262148,rs5771077,rs5771190,rs5771193,rs58942095,rs6010136,rs6010146,rs6010168,rs62239291,rs62241110,rs71311688,rs71316583,rs7285511,rs7288788,rs730215,rs730341,rs730342,rs73183393,rs731858,rs73187228,rs738335,rs738336,rs738337,rs738490,rs74492663,rs75776719,rs760749,rs760751,rs760753,rs76093749,rs76682367,rs78064635,rs79301,rs79671030,rs8139713,rs882753,rs909694,rs9617018,rs9617059,rs9617060,rs9617077,rs9617081,rs9617082,rs9617085,rs9617102,rs9617107,rs9617108,rs9617140,rs9617142,rs9617144,rs9617145,rs9628283,rs9628284,rs9628289,rs9628292,rs9628293	###	###	0.1485862042756593	0.7013306323229024	NFIX,TCF4,ESRRA,EGR3,ETS2,RXRB,EGR1,BHLHE40,NR2F1
chr19_18678155_18678452	C19orf60,FKBP8,KLHL26	rs10409528,rs10415925,rs10424678,rs11086117,rs111280219,rs111672157,rs117265430,rs11878566,rs11878631,rs11878659,rs11881564,rs12162223,rs12981981,rs12983263,rs143811369,rs144109904,rs147124318,rs149752258,rs172032,rs193098380,rs271621,rs271622,rs271623,rs28579583,rs4006662,rs4303657,rs58604797,rs61742106,rs62121135,rs6512274,rs7251232,rs7252130,rs7252185,rs7252850,rs7507218,rs76194,rs76195,rs79743774,rs8104247,rs8111568	###	###	0.1485543374807796	0.701478371038982	MEIS3,NR2F6,SOX9,MAZ,CTCF,FOXO4,NFIC,YY1,JDP2,NR3C1,MAX,OLIG1,FOXG1,ETV1,HEY1,MZF1,NFIX,USF1,POU3F3,E2F1,PKNOX2,ETV5,NFIB,TFCP2,TCF4,TCF3,SREBF2,TCF12,EGR4,BHLHE41,EGR3,ETS2,SOX2,SP2,SP3,SRF,EGR1,BHLHE40,SP1,FOXO3,USF2,ESRRA,TBR1,NFE2L2,ELF2,NR2F1,TFE3
chr17_29888591_29888845	COPRS	rs1076185,rs112797972,rs117049853,rs117250543,rs12938057,rs12939283,rs12940844,rs12944273,rs12948423,rs12948477,rs139728368,rs144725592,rs1551359,rs16972313,rs183604092,rs187470224,rs2018971,rs2023795,rs2074153,rs223138,rs223149,rs2290436,rs34067029,rs34207273,rs3744618,rs3744619,rs4564638,rs4795623,rs4795624,rs56024867,rs62063924,rs7213551,rs7213689,rs7216363,rs7216964,rs7220793,rs7221044,rs7222348,rs7225308,rs72817744,rs74967127,rs76734318,rs76819666,rs77144095,rs79754291,rs8066440,rs8069530,rs8070394,rs882361,rs9898173,rs9898174,rs9913371	###	###	0.1484662444883632	0.7018866088286777	ETS2,NFIX
chr12_125467393_125467603	UBC	rs10744187,rs10773133,rs10846802,rs11057976,rs11549742,rs11549743,rs11549744,rs150015042,rs182420624,rs187990521,rs191328159,rs4258464,rs4447263,rs4765187,rs55998326,rs56324027,rs6488960,rs66754239,rs66836373,rs67037258,rs67625612,rs7132501,rs7137850,rs7299198,rs7304738,rs7307530,rs7309091,rs73229569,rs73229583,rs73231614,rs73231619,rs78702572,rs7956198,rs7965443,rs7979200,rs79816012	###	###	0.1483608870402962	0.7023745187376463	TEF,SOX9,NR2F6,FOXO4,CTCF,NFIC,RXRB,OLIG1,FOXG1,MZF1,NFIX,POU3F3,ETV5,TCF4,ETS2,SOX2,RXRA,ELK1,SOX8,ESRRA,NFE2L2,NR2F1
chr7_100849123_100850139	FIS1	rs10215699,rs10230349,rs10230367,rs10241107,rs10244139,rs10250685,rs10252307,rs10252506,rs10255195,rs10257072,rs10260707,rs10260813,rs10265206,rs10273837,rs10487887,rs10953329,rs111422855,rs111684974,rs112075729,rs112506273,rs112971669,rs113045567,rs113858398,rs114756165,rs117691349,rs11983381,rs12333955,rs12334190,rs13244603,rs139049819,rs140350374,rs142501950,rs144348572,rs144733493,rs1468358,rs148647174,rs190246843,rs191631534,rs2074685,rs2302428,rs28535695,rs28582264,rs28629340,rs28673822,rs28689891,rs2898568,rs35094522,rs35550811,rs35607207,rs35664086,rs3757459,rs3757460,rs3757462,rs3807511,rs4729670,rs4729672,rs4729673,rs56749963,rs59554944,rs59937851,rs60536711,rs60719606,rs6465788,rs6942609,rs6946705,rs6946706,rs6947016,rs6947117,rs6947521,rs6947730,rs6954408,rs6957526,rs6961873,rs6964812,rs6967483,rs6975417,rs6979122,rs6979286,rs6979308,rs6979867,rs73185938,rs73713820,rs73713821,rs74662330,rs75487681,rs75949481,rs76238898,rs76485948,rs77731918,rs7778271,rs7784229,rs7797674,rs7808669,rs79067051,rs79140247,rs79708237,rs9655769	rs4729670	###	0.14826796042012455	0.7028045588040748	ARNT2,EGR3,EGR1,BHLHE40,TFE3,SREBF2
chr9_127865231_127865611	PPP6C	rs12001925,rs13284861,rs140151304,rs140940668,rs143819730,rs62580571,rs72765283	###	###	0.14805683290630609	0.7037805443781373	ETS2
chr19_10607876_10608172	PDE4A	rs10416139,rs113906245,rs139239781,rs143756038,rs148156032,rs148414505,rs191505038,rs2358681,rs34883264,rs4804134	###	###	0.14804200599650327	0.7038490299016198	NR2F6,NFIX,ZBTB7A,TBR1,ESRRA,ETS2,RXRB,TCF4,NR2F1
chr1_241471835_241472065	RGS7	rs112871720,rs114763585,rs115456920,rs116075306,rs116278354,rs12128314,rs138995257,rs149148072,rs185906445,rs193284156,rs76835374,rs79033382	###	###	0.1480109357971642	0.7039925196416713	ETS2
chr6_37474267_37474973	CCDC167	rs114205519,rs116397271,rs11751899,rs11751929,rs11754640,rs11755065,rs11755117,rs11755189,rs11755804,rs12199336,rs12527956,rs1317487,rs13437339,rs142246031,rs148167508,rs17574699,rs17636328,rs1811940,rs2153945,rs2646936,rs2797786,rs41272232,rs4711500,rs4711501,rs4711502,rs4714073,rs58533453,rs60172810,rs61126929,rs6457991,rs6912649,rs6912806,rs6927590,rs72855423,rs72855432,rs72855437,rs72855438,rs72855462,rs72855466,rs74293603,rs77643502,rs7767710,rs78402607,rs868870,rs9369006,rs9462317,rs9470613	rs2646936	###	0.14789151908844098	0.7045437177721191	ETS2,RXRB
chr7_44153880_44154090	AEBP1	rs112104992,rs112337941,rs112945184,rs117188338,rs117366204,rs11768239,rs12668096,rs138473168,rs144723656,rs17172348,rs1799831,rs188382573,rs189753897,rs189931333,rs190595097,rs2075072,rs2908281,rs2908296,rs2908297,rs2971677,rs2971680,rs2971686,rs2979425,rs3217950,rs35147172,rs3757843,rs4440539,rs4720467,rs4724286,rs74968616,rs758981,rs76178320,rs876118	###	###	0.14778182490093422	0.7050496227429225	ETS2
chr1_45401583_45401915	PTCH2	rs144753041,rs188855420,rs193219490,rs34520910,rs35809187,rs58451519,rs71653936,rs71653937,rs72676543	###	###	0.1477572539968922	0.7051628879765741	ETS2
chr16_75612907_75613136	TERF2IP	rs10163345,rs10468346,rs11149842,rs11149843,rs112294536,rs11546854,rs116304500,rs117386148,rs117970426,rs118075878,rs118092725,rs118141270,rs118186772,rs11865130,rs12449192,rs12596857,rs12599863,rs12919273,rs139319931,rs140512833,rs143885648,rs144831510,rs146646800,rs148629839,rs16940813,rs16941008,rs16975835,rs16975847,rs17606758,rs184923206,rs187399590,rs1874022,rs2082751,rs2242408,rs2453141,rs2550883,rs2550884,rs2550888,rs2550913,rs2641801,rs2641806,rs2738792,rs28571860,rs2903106,rs3743598,rs3743601,rs41505349,rs4324157,rs4887832,rs4888435,rs5010692,rs55864135,rs57396453,rs59343208,rs59624897,rs59794444,rs60664312,rs60952428,rs61078946,rs61588474,rs62619985,rs6564267,rs6834,rs7186966,rs73615030,rs74489601,rs74761616,rs74979299,rs7499759,rs75354439,rs75545312,rs75836779,rs75866481,rs76027919,rs76060128,rs76542330,rs77620976,rs77718483,rs77956427,rs78006590,rs79095803,rs79494996,rs79675239,rs79730168,rs79784076,rs80299509,rs80329655,rs8051241,rs8051771,rs8060972,rs8192516,rs964632,rs9934159,rs9937608	###	###	0.14761311331012297	0.7058269334553715	ETS2,SOX2,RXRB,NR2F1
chr17_37725475_37725725	NEUROD2	rs111943822,rs111954543,rs112918543,rs112957779,rs113054287,rs113369530,rs117073558,rs140330658,rs140779553,rs145398027,rs16965156,rs180877431,rs34423252,rs3889369,rs56845786,rs58467767,rs7226073,rs73300732,rs73302552,rs73302557,rs73302588,rs73302596,rs73302601,rs73304305,rs73985210,rs75561943,rs76494227,rs77725369,rs79641947,rs79688963,rs9972899,rs998480	###	###	0.14760654077565263	0.7058571961552049	NFIX
chr15_83770265_83770754	TM6SF1	rs10152258,rs116990091,rs117215955,rs117411488,rs117563222,rs12437858,rs12438575,rs12439782,rs12440265,rs12441006,rs12441585,rs12902721,rs13329269,rs138158328,rs140830696,rs144302148,rs144558528,rs147628133,rs148432792,rs150657693,rs1568657,rs17158080,rs188372105,rs1989,rs2034617,rs2084839,rs2381030,rs2381031,rs28436027,rs28754750,rs36070450,rs56391827,rs59747602,rs62010172,rs62010173,rs62010175,rs62010176,rs62010205,rs62010208,rs6603046,rs6603047,rs66757932,rs67482297,rs71412295,rs7163516,rs7170547,rs7177462,rs72755997,rs73453289,rs74685162,rs74794267,rs750214,rs75260352,rs75269442,rs75585102,rs75677362,rs75762202,rs76934136,rs77277740,rs77575002,rs77719086,rs8023669,rs8031723,rs8035810,rs8037783,rs8040457	###	###	0.14759349685371098	0.7059172515706644	ETS2,RXRB,NFIX
chr10_85956715_85957042	CDHR1	rs1059342,rs10887255,rs10887259,rs11200891,rs11200920,rs11200924,rs11595213,rs11595523,rs117303241,rs118106969,rs12771262,rs1807056,rs2279229,rs3814211,rs3829859,rs41291368,rs4933310,rs4933311,rs4933978,rs4933982,rs4933988,rs4933991,rs7073756,rs7084853,rs74322543,rs754621,rs7576,rs76041290,rs77002746,rs77880655,rs7895270,rs7898778,rs960731	###	###	0.14747830488502867	0.706447359795484	ETS2
chr7_140425993_140426600	NDUFB2	rs117333453,rs117865960,rs1267674,rs184141644,rs187835121,rs2968552,rs34331346,rs78319133	###	###	0.1474601705963743	0.7065307726419758	MEIS3,NR2F6,ETS2,NFE2L2,NR2F1
chr1_6695649_6695888	KLHL21	rs10779795,rs10864629,rs11122114,rs112879633,rs113439907,rs115723056,rs116412252,rs11892,rs12028517,rs12034227,rs12079872,rs12124126,rs12126058,rs12127191,rs12137032,rs12137106,rs12145525,rs12727844,rs12745724,rs12755051,rs138429240,rs140362068,rs14057,rs148260814,rs149856,rs149857,rs1556034,rs1556036,rs182171239,rs186226481,rs186542932,rs188142847,rs189376801,rs189726675,rs200440,rs200441,rs200445,rs200446,rs200448,rs200449,rs200450,rs200451,rs201151,rs201153,rs201173,rs2039054,rs2076365,rs2232460,rs2235566,rs2294526,rs2294528,rs3174820,rs3789572,rs3789573,rs6674407,rs6682920,rs6804,rs7549198,rs78728410,rs9661802	###	###	0.1472791430781417	0.7073628480217127	ETS2,NFIX
chr4_83708426_83708675	SCD5	rs10003659,rs10050121,rs11099548,rs114567244,rs115671082,rs11733801,rs11736595,rs11942543,rs13102231,rs13116221,rs13121984,rs13139428,rs13142711,rs13148235,rs140539451,rs143281053,rs143997380,rs1464953,rs1464954,rs1474427,rs150575064,rs1526060,rs1949892,rs4629439,rs4693053,rs62311830,rs72662838,rs7437835,rs75774922	###	###	0.14724034473383146	0.7075410381206081	TEF,GATA2,SOX9,SOX10,MAZ,FOXO4,CTCF,FOXO1,NFIC,SOX1,SOX18,RXRB,YY1,NR3C1,FOXG1,ARX,ETV1,KLF13,NFIA,HLF,POU3F2,NFIX,ETS1,FOXO6,POU3F3,MAFG,E2F1,GABPA,SOX15,TFCP2,TCF3,NFIB,ETV5,TCF4,TCF12,KLF4,MAFB,EGR4,MAFK,EGR3,TEAD1,MAF,SP3,SP2,SRF,ETS2,EGR1,TBP,SOX2,RFX5,SOX12,NR3C2,RXRG,SP1,FOXO3,SOX21,RXRA,TEAD3,SOX8,ZBTB7A,ESRRA,TEAD2,TBR1,NFE2L2,NR1H2,SOX13,DBP
chr15_78793094_78793321	PSMA4	rs11633027,rs137868760,rs151200195,rs17406522,rs185337808,rs187618975	###	###	0.14707706385727534	0.7082903888289196	ETS2,NR2F1,RXRB,ETV5
chr14_24398343_24399373	PCK2	rs117295008,rs148947342,rs181656714,rs183049240,rs1885811,rs28578611,rs3742492,rs3742493,rs3742494,rs45477391,rs56861678,rs59807795,rs60649945,rs73598764,rs73600715,rs76754832,rs8011460	###	###	0.14703799171542417	0.7084695712197708	ETS2
chr1_155008516_155008777	ADAM15	rs11264311,rs114301457,rs115888432,rs1462855,rs147505393,rs1870939,rs191770041,rs4845708,rs61811895,rs76977753,rs79814035	###	###	0.14700376158321304	0.7086265062649433	ETS2
chr4_174109420_174109814	HMGB2	rs10001613,rs10008279,rs10011724,rs10012395,rs10026318,rs10027704,rs10027708,rs10031414,rs1006002,rs1006003,rs1008052,rs10213525,rs10520252,rs1054496,rs1054497,rs116231522,rs11731263,rs11734882,rs11737748,rs12503879,rs12503939,rs12639929,rs12644699,rs13111572,rs13112928,rs13125240,rs13138282,rs1316411,rs148178078,rs150256233,rs1574314,rs17059221,rs17322564,rs17322893,rs17323530,rs182259183,rs185400725,rs191450569,rs192621895,rs2078475,rs2332654,rs2332655,rs28377337,rs28451250,rs28464511,rs28477433,rs28477861,rs28612521,rs28617596,rs28663544,rs28701033,rs28718838,rs2877748,rs3733477,rs4048412,rs4377567,rs4419455,rs4535319,rs4561909,rs4643788,rs60815517,rs6553678,rs6553679,rs6553680,rs66986541,rs6814857,rs6817013,rs6822683,rs6822875,rs6826412,rs6835098,rs6843769,rs6851632,rs72711045,rs7375552,rs7657374,rs7671278,rs78967198,rs79172827,rs9683937,rs9685946,rs9990666,rs9997477,rs9999491,rs9999740	rs6826412,rs6851632	###	0.14695662599608156	0.708842544472565	RXRB
chr14_103463617_103464114	CDC42BPB	rs11627664,rs117234924,rs117671917,rs12887150,rs139742094,rs34360601,rs34389765,rs34528213,rs34781435,rs36042291,rs3818287,rs3818288,rs7144194	###	###	0.14691112110118953	0.7090510376827633	NR2F6,NFIX,POU3F3,CTCF,ZBTB7A,NFIC,EGR3,ETS2,SOX2,RXRB,EGR1,ETV5,FOXG1,NR2F1
chr19_47932258_47932659	MEIS3	rs10403422,rs112836409,rs117087792,rs117390197,rs117557556,rs12151200,rs12460680,rs139096896,rs140850979,rs141079659,rs142959818,rs143746644,rs1469088,rs181749662,rs185561729,rs187045225,rs187766859,rs1880853,rs2272294,rs2341606,rs2547388,rs28578940,rs4802357,rs4802358,rs75045117,rs76771261,rs77268107,rs79519641	rs79519641	###	0.14688262565257718	0.7091815618966487	NR2F1,RXRB
chr14_21450713_21451037	NDRG2	rs10196,rs1243439,rs1243442,rs12588481,rs1263871,rs143188058,rs145979966,rs1754332,rs186766858,rs188624264,rs2234630,rs2771354,rs61978167,rs71410255,rs74821390,rs79586271	###	###	0.14685132734529457	0.7093248931303472	PBX3,DLX5,FOXO1,CEBPD,RXRB,NR2C2,ARX,E2F3,POU2F2,POU3F2,NFIX,PBX2,NFIB,FLI1,MAF,PBX1,DLX1,ESRRA,TBR1,ELF2,NFYA,DBP,ESRRG,FOXO4,NR2F2,SOX18,YY1,ETS1,E2F1,SOX15,NFE2L1,TCF12,MAFB,TEAD1,CEBPB,KLF12,SRF,SOX2,RFX5,PPARD,RXRG,SP1,RXRA,ELF1,TEAD2,PRRX1,SOX1,NR3C1,NR1D1,NFIA,MAFG,FOXJ3,RHOXF1,ZEB1,ETV5,TCF4,SPI1,KLF4,ETS2,POU2F1,NR3C2,SOX12,SOX21,SOX8,NFE2L2,SOX7,DLX6,NR2F1,TFE3,GABPA,TEF,SOX9,NR2F6,SOX10,NFIC,FOXG1,ETV1,MZF1,HLF,FOXJ2,POU3F3,KLF7,KLF3,TCF3,SP3,SP2,TBP,POU3F1,NFYB,FOXO3,TEAD3,ERG,SOX13
chr20_60889518_60889773	RPS21	rs111653839,rs114481343,rs115472895,rs116346064,rs11698080,rs11698103,rs117735764,rs13043914,rs138015919,rs138472159,rs143555293,rs2274933,rs2297587,rs2427271,rs2427274,rs2427275,rs2427276,rs2427286,rs2427291,rs34599961,rs41307205,rs4925225,rs4925226,rs4925227,rs4925365,rs4925366,rs4925369,rs55758310,rs6061479,rs6062205,rs6089719,rs6142735,rs6142736,rs6142737,rs6142738,rs6143021,rs6143026,rs6143031,rs6143032,rs6143033,rs6143035,rs62204515,rs7262393,rs7269717,rs73313226,rs76173539,rs76883909,rs77586972,rs79301174	###	###	0.14683023094642111	0.7094214858718787	NR2F1,RXRB,ZBTB7A
chr14_105351868_105353802	CEP170B	rs117222009,rs142894522,rs182207509,rs184535795,rs191787670,rs2819438,rs35017875,rs72700159,rs78277917,rs8004038	###	###	0.14680859837970328	0.7095205179323594	BHLHE40
chr18_72821125_72821552	TSHZ1	rs10048324,rs112484574,rs117052914,rs117099988,rs117603161,rs117638972,rs117997529,rs12607976,rs143263608,rs145471251,rs147792923,rs193036497,rs2053571,rs2404663,rs2439252,rs36058653,rs4891233,rs7359804,rs79974199,rs9964228,rs9973195	###	###	0.1467430991519186	0.709820271488012	ETS2,NR2F1,ELK1
chr2_121048389_121048591	RALB	rs11123549,rs11545293,rs11682232,rs11684491,rs11688038,rs11690576,rs13019313,rs13022486,rs148141523,rs181528569,rs2028147,rs34874174,rs3806491,rs3889223,rs3896630,rs3896632,rs3925970,rs3933618,rs3933621,rs4077564,rs4241155,rs4848580,rs4848586,rs4849851,rs4849854,rs62168279,rs62168281,rs6542575,rs72841698,rs72843017,rs73948753,rs76474601,rs76737475,rs77042868,rs80104057	###	###	0.1465519711558771	0.7106941285651309	ETS2,NR2F1,NFIX
chr20_32334393_32334836	NECAB3	rs113938611,rs117967773,rs12624609,rs148096380,rs2207353,rs2245015,rs2281402,rs2377925,rs2377926,rs2626524,rs2626528,rs2626529,rs2626537,rs2626540,rs2626556,rs2626561,rs2747543,rs2747546,rs2747547,rs2747554,rs2747557,rs2747559,rs36037474,rs6057894,rs6057895,rs6059415,rs6059418,rs6059419,rs6059429,rs6059430,rs6059435,rs6059442,rs6087514,rs6088287,rs6120358,rs6120365,rs6141419,rs6141420,rs6141422,rs6142003,rs6142005,rs6142010,rs6142011,rs6142016,rs6142020,rs66533479,rs66771363,rs66842348,rs66890990,rs67924663,rs71349733,rs7269533,rs7346337,rs73622547,rs76194551,rs910397,rs959144	###	###	0.14654220142116475	0.7107387635653822	ARNT2,RXRB,TRIM28
chr1_209719821_209720053	CAMK1G	rs11119312,rs11576233,rs11581349,rs11587591,rs11589826,rs12125445,rs12143936,rs12562470,rs12562758,rs141766005,rs17388240,rs185925966,rs35913818,rs56997937,rs6690557,rs713075,rs7528698,rs7532726,rs7541562,rs79112516,rs79882983,rs9429816,rs9429817,rs9429818,rs9429998,rs9429999	###	###	0.14646371780489253	0.7110972142728296	SOX9,NFIX,CEBPD,ETS2,CEBPB,RXRB,ETV5
chr17_1301403_1301652	RILP	rs111757155,rs111760007,rs111763154,rs112757431,rs12452503,rs139402189,rs140097792,rs142808884,rs147587089,rs15948,rs181441723,rs183117750,rs184320171,rs186249474,rs191895602,rs35977430,rs36040607,rs59225687,rs59343110,rs60842394,rs61248729,rs61762276,rs75479436,rs75693322,rs76153232,rs76393126,rs76999852,rs77938049,rs8075415	###	###	0.14634152483095042	0.7116548780942038	NFIX
chr2_96944571_96944771	CIAO1	rs1044594,rs1048675,rs141620995,rs17420101,rs17479466,rs2279105,rs3214063,rs3731930,rs4907310,rs56800261,rs62153033,rs62153035,rs79824458	###	###	0.14632082073963448	0.7117493170387572	ETS2
chr19_49587532_49587742	LIN7B	rs10422092,rs11083959,rs111279688,rs112629080,rs113821321,rs11539822,rs11670388,rs117276938,rs117421182,rs117631979,rs117813928,rs117883662,rs118100950,rs118154688,rs11878216,rs12461085,rs12973332,rs12973356,rs12973644,rs138349875,rs138462466,rs138520196,rs141649004,rs142466799,rs144963582,rs146346242,rs182199148,rs2232004,rs33949355,rs33961691,rs34109408,rs34256680,rs34726418,rs35303736,rs35462344,rs35772417,rs36125845,rs3795053,rs3795054,rs3810179,rs3810183,rs3810185,rs45483292,rs4802543,rs4802551,rs4802555,rs4802558,rs4802559,rs55951837,rs60722428,rs62127893,rs62127924,rs76155399,rs78685900	###	###	0.1461174905744236	0.7126760043494595	ETS2,NR2F1
chr5_176142443_176142675	UNC5A	rs114691368,rs11949733,rs12153211,rs138743817,rs138978634,rs1865929,rs2962780,rs2962783,rs478255,rs481998,rs72811242,rs729823	###	###	0.14599629649693205	0.713227681058451	SOX9,NR2F6,NFIX,ESRRA,NFIC,ETS2,EGR3,RXRB,EGR1,ETV5,ARX,TCF4,NR2F1
chr15_85202661_85202948	WDR73	rs1057946,rs111783599,rs113115311,rs116861726,rs117364174,rs117598979,rs117805003,rs117890238,rs118073455,rs118100402,rs11854597,rs12594450,rs12917049,rs1374463,rs142027933,rs142916891,rs143155309,rs145079583,rs145212770,rs16974951,rs185294700,rs191124526,rs3748374,rs510875,rs55945116,rs56747535,rs72630460,rs72630461,rs72630462,rs75727812,rs78820454,rs80165358	rs78820454	###	0.14590640144623943	0.7136365596520154	ETS2,RXRB
chr17_37696478_37696892	NEUROD2	rs111954543,rs112592904,rs112918543,rs112957779,rs113054287,rs113369530,rs113381315,rs113472956,rs117073558,rs11868837,rs141893998,rs143207939,rs145398027,rs149519914,rs16965156,rs180877431,rs2303315,rs34423252,rs3889369,rs58467767,rs59329213,rs7226073,rs73298796,rs73300732,rs73302552,rs73302557,rs73302588,rs73302596,rs73302601,rs73304305,rs76494227,rs79641947,rs79688963,rs9972899	###	###	0.14586069262975426	0.7138443554243694	NFIX
chr4_6229888_6230383	JAKMIP1,WFS1	rs112236701,rs114992948,rs115209026,rs115532621,rs149753341,rs16838430,rs181451043,rs184888267,rs186296902,rs186892189,rs187703316,rs34091877,rs4689366,rs56737083,rs62282997,rs62282998,rs62282999,rs62283001,rs62283003,rs62283004,rs6837077,rs75701462,rs76461497,rs7685863,rs79937139,rs9291113	###	###	0.14572837479975495	0.7144454782777016	ETS2,RXRB,NFIX
